line;met;real;feet;feet_number;meter_quality;line_n;title;author;meter_nuber
Death's second self, that seals up all in rest.;-+-+-+-+-+;++-+-+-+-+|++-+-+-+-+;Death's sec|ond self, |that seals |up all |in rest.;pentameter;iambic;8;Sonnet 73(1609);William Shakespeare;
In me thou seest the glowing of such fire,;-+-+-+-+-+;-+-+-+--++-;In me |thou seest |the glow|ing of |such fire,;pentameter;iambic;9;Sonnet 73(1609);William Shakespeare;
That on the ashes of his youth doth lie,;-+-+-+-+-+;-+-+-+-+-+;That on |the ash|es of |his youth |doth lie,;pentameter;iambic;10;Sonnet 73(1609);William Shakespeare;
As the deathbed whereon it must expire,;-+-+-+-+-+;--++-+-+-+-;As the |deathbed |whereon |it must |expire,;pentameter;iambic;11;Sonnet 73(1609);William Shakespeare;
Consumed with that which it was nourished by.;-+-+-+-+-+;-+-+-+-+-+;Consumed |with that |which it |was nour|ished by.;pentameter;iambic;12;Sonnet 73(1609);William Shakespeare;
This thou perceiv'st, which makes thy love more strong,;-+-+-+-+-+;+--+-+-+-+;This thou |perceiv'st, |which makes |thy love |more strong,;pentameter;iambic;13;Sonnet 73(1609);William Shakespeare;
To love that well which thou must leave ere long.;-+-+-+-+-+;-+-+-+-+-+|-+++-+-+-+;To love |that well |which thou |must leave |ere long.;pentameter;iambic;14;Sonnet 73(1609);William Shakespeare;
The face of all the world is changed, I think,;-+-+-+-+-+;-+-+-+-+-+;The face |of all |the world |is changed, |I think,;pentameter;iambic;1;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
Since first I heard the footsteps of thy soul;-+-+-+-+-+;-+-+-+-+-+;Since first |I heard |the foot|steps of |thy soul;pentameter;iambic;2;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
Move still, oh, still, beside me, as they stole;-+-+-+-+-+;++++-+---+;Move still, |oh, still, |beside |me, as |they stole;pentameter;iambic;3;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
Betwixt me and the dreadful outer brink;-+-+-+-+-+;-++--+-+-+;Betwixt |me and |the dread|ful out|er brink;pentameter;iambic;4;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
Of obvious death, where I, who thought to sink,;-+-+-+-+-+;-+--+-+-+-+;Of ob|vious death, |where I, |who thought |to sink,;pentameter;iambic;5;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
Was caught up into love, and taught the whole;-+-+-+-+-+;-++--+-+-+;Was caught |up in|to love, |and taught |the whole;pentameter;iambic;6;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
Of life in a new rhythm. The cup of dole;-+-+-+-+-+;-+--++--+-+;Of life |in a |new rhyth|m. The cup |of dole;pentameter;iambic;7;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
God gave for baptism, I am fain to drink,;-+-+-+-+-+;++-+--+-+-+;God gave |for bap|tism, I |am fain |to drink,;pentameter;iambic;8;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
And praise its sweetness, Sweet, with thee anear.;-+-+-+-+-+;-+-+-+-+-+;And praise |its sweet|ness, Sweet, |with thee |anear.;pentameter;iambic;9;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
The names of country, heaven, are changed away;-+-+-+-+-+;-+-+-+--+-+;The names |of coun|try, heav|en, are changed |away;pentameter;iambic;10;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
"For where thou art or shalt be, there or here;";-+-+-+-+-+;--++-+-+-+;"For where |thou art |or shalt |be, there |or here;";pentameter;iambic;11;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
And this... this lute and song... loved yesterday,;-+-+-+-+-+;-+-+-+++-+;And this... |this lute |and song... |loved yes|terday,;pentameter;iambic;12;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
(The singing angels know) are only dear,;-+-+-+-+-+;-+-+-+-+-+;(The sing|ing ang|els know) |are on|ly dear,;pentameter;iambic;13;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
Because thy name moves right in what they say.;-+-+-+-+-+;-+-+-+-+-+|-+-+++-+-+;Because |thy name |moves right |in what |they say.;pentameter;iambic;14;Sonnets from the Portuguese #7(1850);Elizabeth Barrett Browning;
I have been here before,;-+-+-+;+--+-+|+-+--+|-+-+-+|-++--+|--++-+;I have |been here |before,;trimeter;iambic;1;Sudden Light(1863);Dante Gabriel Rossetti;
But when or how I cannot tell:;-+-+-+-+;-+-+-+-+;But when |or how |I can|not tell:;tetrameter;iambic;2;Sudden Light(1863);Dante Gabriel Rossetti;
I know the grass beyond the door,;-+-+-+-+;-+-+-+-+;I know |the grass |beyond |the door,;tetrameter;iambic;3;Sudden Light(1863);Dante Gabriel Rossetti;
The sweet keen smell,;-+-+;-+++;The sweet |keen smell,;;iambic;4;Sudden Light(1863);Dante Gabriel Rossetti;dimeter
The sighing sound, the lights around the shore.;-+-+-+-+-+;-+-+-+-+-+;The sigh|ing sound, |the lights |around |the shore.;pentameter;iambic;5;Sudden Light(1863);Dante Gabriel Rossetti;
You have been mine before,--;-+-+-+;+--+-+;You have |been mine |before,--;trimeter;iambic;6;Sudden Light(1863);Dante Gabriel Rossetti;
How long ago I may not know:;-+-+-+-+;-+-+-+-+;How long |ago |I may |not know:;tetrameter;iambic;7;Sudden Light(1863);Dante Gabriel Rossetti;
But just when at that swallow's soar;-+-+-+-+;-++--+-+;But just |when at |that swal|low's soar;tetrameter;iambic;8;Sudden Light(1863);Dante Gabriel Rossetti;
Your neck turned so,;-+-+;-+++;Your neck |turned so,;;iambic;9;Sudden Light(1863);Dante Gabriel Rossetti;dimeter
Some veil did fall,--I knew it all of yore.;-+-+-+-+-+;-+-+-+-+-+|++-+-+-+-+;Some veil |did fall,--|I knew |it all |of yore.;pentameter;iambic;10;Sudden Light(1863);Dante Gabriel Rossetti;
Then, now,--perchance again!;-+-+-+;++-+-+;Then, now,--|perchance |again!;trimeter;iambic;11;Sudden Light(1863);Dante Gabriel Rossetti;
O round mine eyes your tresses shake!;-+-+-+-+;-+-+-+-+|++-+-+-+;O round |mine eyes |your tress|es shake!;tetrameter;iambic;12;Sudden Light(1863);Dante Gabriel Rossetti;
Shall we not lie as we have lain;-+-+-+-+;-+-+-+-+|+--+-+-+|--++--++|+-++--++;Shall we |not lie |as we |have lain;tetrameter;iambic;13;Sudden Light(1863);Dante Gabriel Rossetti;
Thus for Love's sake,;-+-+;+-++;Thus for |Love's sake,;;iambic;14;Sudden Light(1863);Dante Gabriel Rossetti;dimeter
And sleep, and wake, yet never break the chain?;-+-+-+-+-+;-+-+-+-+-+;And sleep, |and wake, |yet nev|er break |the chain?;pentameter;iambic;15;Sudden Light(1863);Dante Gabriel Rossetti;
Over the land freckled with snow half-thawed;-+-+-+-+-+;+--++--+++;Over |the land |freckled |with snow |half-thawed;pentameter;iambic;1;Thaw(1916);Edward Thomas;
The speculating rooks at their nests cawed;-+-+-+-+-+;-+-+-+--++;The spec|ula|ting rooks |at their |nests cawed;pentameter;iambic;2;Thaw(1916);Edward Thomas;
And saw from elm-tops, delicate as flower of grass,;-+-+-+-+-+;-+-+-+---+--+;And saw |from elm-|tops, del|icate as flow|er of grass,;pentameter;iambic;3;Thaw(1916);Edward Thomas;
What we below could not see, Winter pass.;-+-+-+-+-+;-+-+-+-+-+;What we |below |could not |see, Win|ter pass.;pentameter;iambic;4;Thaw(1916);Edward Thomas;
Hands, do what you're bid:;-+-+-+;++--+;Hands, |do what |you're bid:;trimeter;iambic;1;The Balloon of the Mind(1919);W. B. Yeats;
Bring the balloon of the mind,;-+-+-+;+--+--+;Bring the |balloon |of the mind,;trimeter;iambic;2;The Balloon of the Mind(1919);W. B. Yeats;
That bellies and drags in the wind,;-+-+-+;-+--+--+;That bel|lies and drags |in the wind,;trimeter;iambic;3;The Balloon of the Mind(1919);W. B. Yeats;
Into its narrow shed.;-+-+-+;+--+-+|-+-+-+;Into |its nar|row shed.;trimeter;iambic;4;The Balloon of the Mind(1919);W. B. Yeats;
The Brain--is wider than the Sky;-+-+-+-+;-+-+-+-+;The Brain--|is wid|er than |the Sky;tetrameter;iambic;1;The Brain Is Wider than the Sky(1862);Emily Dickinson;
For-- put them side by side--;-+-+-+;-+-+-+;For-- put |them side |by side--;trimeter;iambic;2;The Brain Is Wider than the Sky(1862);Emily Dickinson;
The one the other will contain;-+-+-+-+;-+-+-+-+;The one |the oth|er will |contain;tetrameter;iambic;3;The Brain Is Wider than the Sky(1862);Emily Dickinson;
With ease-- and You--beside--;-+-+-+;-+-+-+;With ease-- |and You--|beside--;trimeter;iambic;4;The Brain Is Wider than the Sky(1862);Emily Dickinson;
The Brain is deeper than the sea--;-+-+-+-+;-+-+-+-+;The Brain |is deep|er than |the sea--;tetrameter;iambic;5;The Brain Is Wider than the Sky(1862);Emily Dickinson;
For-- hold them-- Blue to Blue--;-+-+-+;-+-+-+;For-- hold |them-- Blue |to Blue--;trimeter;iambic;6;The Brain Is Wider than the Sky(1862);Emily Dickinson;
The one the other will absorb--;-+-+-+-+;-+-+-+-+;The one |the oth|er will |absorb--;tetrameter;iambic;7;The Brain Is Wider than the Sky(1862);Emily Dickinson;
As sponges-- buckets-- do--;-+-+-+;-+-+-+;As spong|es-- buck|ets-- do--;trimeter;iambic;8;The Brain Is Wider than the Sky(1862);Emily Dickinson;
The Brain is just the weight of God--;-+-+-+-+;-+-+-+-+;The Brain |is just |the weight |of God--;tetrameter;iambic;9;The Brain Is Wider than the Sky(1862);Emily Dickinson;
For-- Heft them-- Pound for Pound--;-+-+-+;-+-+-+;For-- Heft |them-- Pound |for Pound--;trimeter;iambic;10;The Brain Is Wider than the Sky(1862);Emily Dickinson;
And they will differ-- if they do--;-+-+-+-+;-+-+-+-+;And they |will dif|fer-- if |they do--;tetrameter;iambic;11;The Brain Is Wider than the Sky(1862);Emily Dickinson;
As Syllable from Sound--;-+-+-+;-+-+-+;As Syl|lable |from Sound--;trimeter;iambic;12;The Brain Is Wider than the Sky(1862);Emily Dickinson;
Sud den                 ly I saw the cold and rook-de light             ing heav             en                      ;-+-+-+-+-+-+;+---+-+-+-+-+-;Sud den                 |ly I saw |the cold |and rook-|de light             |ing heav             en                      ;hexameter;iambic;1;The Cold Heaven(1912);W.B. Yeats;
That seemed as though ice burned and was but the more          ice,     ;-+-+-+-+-+-+;-+--++-+--++;That seemed |as though |ice burned |and was |but the |more          ice,     ;hexameter;iambic;2;The Cold Heaven(1912);W.B. Yeats;
And there     up on i ma gin a tion and heart were driv en ;-+-+-+-+-+-+;-+-+-+-+--+-+-;And there     |up on |i ma |gin a |tion and heart |were driv en ;hexameter;iambic;3;The Cold Heaven(1912);W.B. Yeats;
So wild that e ver y cas u al thought of that and  this ;-+-+-+-+-+-+;-+-+--+--+-+-+;So wild |that e |ver y cas |u al thought |of that |and  this ;hexameter;iambic;4;The Cold Heaven(1912);W.B. Yeats;
Van ished,  and left but me mo ries, that should be out of sea son ;-+-+-+-+-+-+;+--+-+---+-+-+-;Van ished,  |and left |but me mo ries, |that should |be out |of sea son ;hexameter;iambic;5;The Cold Heaven(1912);W.B. Yeats;
"With the hot blood of youth, of love crossed long a go; ";-+-+-+-+-+-+;--++-+-+++-+;"With the |hot blood |of youth, |of love |crossed long |a go; ";hexameter;iambic;6;The Cold Heaven(1912);W.B. Yeats;
And I took all the blame out of all sense and rea son, ;-+-+-+-+-+-+;-+-+-+--++-+-;And I |took all |the blame |out of |all sense |and rea son, ;hexameter;iambic;7;The Cold Heaven(1912);W.B. Yeats;
Un til I cried and trem bled and rocked to and  fro, ;-+-+-+-+-+-+;-+-+-+--++-+;Un til |I cried |and trem |bled and |rocked to |and  fro, ;hexameter;iambic;8;The Cold Heaven(1912);W.B. Yeats;
Rid dled with light. Ah! when the ghost be gins to quick en, ;-+-+-+-+-+-+;+--++--+-+-+-;Rid dled |with light. |Ah! when |the ghost |be gins |to quick en, ;hexameter;iambic;9;The Cold Heaven(1912);W.B. Yeats;
Con fu sion of the death- bed o ver,  is it sent ;-+-+-+-+-+-+;-+---+++-+-+;Con fu |sion of |the death- |bed o |ver,  is |it sent ;hexameter;iambic;10;The Cold Heaven(1912);W.B. Yeats;
Out na ked on the roads, as the books say, and strick en ;-+-+-+-+-+-+;++---+--++-+-;Out na |ked on |the roads, |as the |books say, |and strick en ;hexameter;iambic;11;The Cold Heaven(1912);W.B. Yeats;
By the in jus tice of the skies for pun ish ment? ;-+-+-+-+-+-+;+--+-+-+-+-+;By the |in jus |tice of |the skies |for pun |ish ment? ;hexameter;iambic;12;The Cold Heaven(1912);W.B. Yeats;
"He clasps the crag with crooked hands;";-+-+-+-+;-+-+-+-+;"He clasps |the crag |with crook|ed hands;";tetrameter;iambic;1;The Eagle(1851);Alfred Lord Tennyson;
Close to the sun in lonely lands,;-+-+-+-+;+--+-+-+;Close to |the sun |in lone|ly lands,;tetrameter;iambic;2;The Eagle(1851);Alfred Lord Tennyson;
Ringed with the azure world, he stands.;-+-+-+-+;+--+-+-+;Ringed with |the az|ure world, |he stands.;tetrameter;iambic;3;The Eagle(1851);Alfred Lord Tennyson;
"The wrinkled sea beneath him crawls;";-+-+-+-+;-+-+-+-+;"The wrin|kled sea |beneath |him crawls;";tetrameter;iambic;4;The Eagle(1851);Alfred Lord Tennyson;
He watches from his mountain walls,;-+-+-+-+;-+-+-+-+;He watch|es from |his moun|tain walls,;tetrameter;iambic;5;The Eagle(1851);Alfred Lord Tennyson;
And like a thunderbolt he falls.;-+-+-+-+;+--+-+-+|-+-+-+-+;And like |a thun|derbolt |he falls.;tetrameter;iambic;6;The Eagle(1851);Alfred Lord Tennyson;
I wonder, by my troth, what thou and I;-+-+-+-+-+;-+-+-+-+-+;I won|der, by |my troth, |what thou |and I;pentameter;iambic;1;The Good-Morrow(1633);John Donne;
Did, till we loved: Were we not weaned till then?;-+-+-+-+-+;+--++--+-+|+--+--++-+;Did, till |we loved: |Were we |not weaned |till then?;pentameter;iambic;2;The Good-Morrow(1633);John Donne;
But sucked on country pleasures, childishly?;-+-+-+-+-+;-+-+-+-+-+;But sucked |on coun|try pleas|ures, child|ishly?;pentameter;iambic;3;The Good-Morrow(1633);John Donne;
Or snorted we in the Seven Sleepers' den?;-+-+-+-+-+;-+-+--+-+-+;Or snort|ed we |in the Sev|en Sleep|ers' den?;pentameter;iambic;4;The Good-Morrow(1633);John Donne;
"'Twas so; but this, all pleasures fancies be.";-+-+-+-+-+;-+-+++-+-+;"'Twas so; |but this, |all pleas|ures fan|cies be.";pentameter;iambic;5;The Good-Morrow(1633);John Donne;
If ever any beauty I did see,;-+-+-+-+-+;-+-+-+--++|-+-+-+-+-+;If e|ver a|ny beau|ty I |did see,;pentameter;iambic;6;The Good-Morrow(1633);John Donne;
Which I desired, and got, 'twas but a dream of thee.;-+-+-+-+-+-+;-+-+-++--+-+|-+-+-+-+-+-+;Which I |desired, |and got, |'twas but |a dream |of thee.;hexameter;iambic;7;The Good-Morrow(1633);John Donne;
And now good-morrow to our waking souls,;-+-+-+-+-+;-+++---+-+;And now |good-mor|row to |our wak|ing souls,;pentameter;iambic;8;The Good-Morrow(1633);John Donne;
"Which watch not one another out of fear;";-+-+-+-+-+;-+-+-+-+-+;"Which watch |not one |anoth|er out |of fear;";pentameter;iambic;9;The Good-Morrow(1633);John Donne;
For love, all love of other sights controls,;-+-+-+-+-+;-+++-+-+-+;For love, |all love |of oth|er sights |controls,;pentameter;iambic;10;The Good-Morrow(1633);John Donne;
And makes one little room an everywhere.;-+-+-+-+-+;-+++-+-+-+;And makes |one lit|tle room |an eve|rywhere.;pentameter;iambic;11;The Good-Morrow(1633);John Donne;
Let sea-discoverers to new worlds have gone,;-+-+-+-+-+;-+-+--++-+;Let sea-|discover|ers to |new worlds |have gone,;pentameter;iambic;12;The Good-Morrow(1633);John Donne;
Let maps to others, worlds on worlds have shown,;-+-+-+-+-+;-+-+-+-+-+;Let maps |to oth|ers, worlds |on worlds |have shown,;pentameter;iambic;13;The Good-Morrow(1633);John Donne;
Let us possess one world, each hath one, and is one.;-+-+-+-+-+-+;-+-+++-+--++|-+-+++-++-++;Let us |possess |one world, |each hath |one, and |is one.;hexameter;iambic;14;The Good-Morrow(1633);John Donne;
My face in thine eye, thine in mine appears,;-+-+-+-+-+;+--+-+-+-+|++-+-+-+-+;My face |in thine |eye, thine |in mine |appears,;pentameter;iambic;15;The Good-Morrow(1633);John Donne;
"And true plain hearts do in the faces rest;";-+-+-+-+-+;-+++---+-+;"And true |plain hearts |do in |the fac|es rest;";pentameter;iambic;16;The Good-Morrow(1633);John Donne;
Where can we find two better hemispheres,;-+-+-+-+-+;+--+++-+-+;Where can |we find |two bet|ter hem|ispheres,;pentameter;iambic;17;The Good-Morrow(1633);John Donne;
Without sharp north, without declining West?;-+-+-+-+-+;-+++-+-+-+;Without |sharp north, |without |declin|ing West?;pentameter;iambic;18;The Good-Morrow(1633);John Donne;
"Whatever dies was not mixed equally;";-+-+-+-+-+;-+-+-+++-+;"Whate|ver dies |was not |mixed e|qually;";pentameter;iambic;19;The Good-Morrow(1633);John Donne;
If our two loves be one, or thou and I;-+-+-+-+-+;-+++-+-+-+;If our |two loves |be one, |or thou |and I;pentameter;iambic;20;The Good-Morrow(1633);John Donne;
Love so alike that none do slacken, none can die.;-+-+-+-+-+-+;+--+-+-+-+-+|-+-+-+-+-+-+;Love so |alike |that none |do slack|en, none |can die.;hexameter;iambic;21;The Good-Morrow(1633);John Donne;
Below the thunders of the upper deep,;-+-+-+-+-+;-+-+-+-+-+;Below |the thun|ders of |the up|per deep,;pentameter;iambic;1;The Kraken(1830);Alfred Lord Tennyson;
Far, far beneath in the abysmal sea,;-+-+-+-+-+;++-+---+-+;Far, far |beneath |in the |abys|mal sea,;pentameter;iambic;2;The Kraken(1830);Alfred Lord Tennyson;
His ancient, dreamless, uninvaded sleep;-+-+-+-+-+;-+-+-+-+-+;His an|cient, dream|less, un|inva|ded sleep;pentameter;iambic;3;The Kraken(1830);Alfred Lord Tennyson;
The Kraken sleepeth: faintest sunlights flee;-+-+-+-+-+;-+-+-+-+-+;The Kra|ken sleep|eth: fain|test sun|lights flee;pentameter;iambic;4;The Kraken(1830);Alfred Lord Tennyson;
About his shadowy sides: above him swell;-+-+-+-+-+;-+-+--+-+-+;About |his sha|dowy sides: |above |him swell;pentameter;iambic;5;The Kraken(1830);Alfred Lord Tennyson;
"Huge sponges of millennial growth and height;";-+-+-+-+-+;++---+--+-+;"Huge spon|ges of |millen|nial growth |and height;";pentameter;iambic;6;The Kraken(1830);Alfred Lord Tennyson;
And far away into the sickly light,;-+-+-+-+-+;-+-+-+-+-+;And far |away |into |the sick|ly light,;pentameter;iambic;7;The Kraken(1830);Alfred Lord Tennyson;
From many a wondrous grot and secret cell;-+-+-+-+-+;-+--+-+-+-+;From man|y a won|drous grot |and se|cret cell;pentameter;iambic;8;The Kraken(1830);Alfred Lord Tennyson;
Unnumbered and enormous polypi;-+-+-+-+-+;++---+-+-+;Unnum|bered and |enor|mous pol|ypi;pentameter;iambic;9;The Kraken(1830);Alfred Lord Tennyson;
Winnow with giant arms the slumbering green.;-+-+-+-+-+;+--+-+-+--+;Winnow |with gi|ant arms |the slum|bering green.;pentameter;iambic;10;The Kraken(1830);Alfred Lord Tennyson;
There hath he lain for ages and will lie;-+-+-+-+-+;+--+-+--++|+--+-+-+-+;There hath |he lain |for a|ges and |will lie;pentameter;iambic;11;The Kraken(1830);Alfred Lord Tennyson;
Battening upon huge seaworms in his sleep,;-+-+-+-+-+;+---+++---+|+---+++-+-+;Batten|ing upon |huge sea|worms in |his sleep,;pentameter;iambic;12;The Kraken(1830);Alfred Lord Tennyson;
"Until the latter fire shall heat the deep;";-+-+-+-+-+;-+-+-+--+-+;"Until |the lat|ter fi|re shall heat |the deep;";pentameter;iambic;13;The Kraken(1830);Alfred Lord Tennyson;
Then once by man and angels to be seen,;-+-+-+-+-+;++-+-+---+|-+-+-+-+-+;Then once |by man |and an|gels to |be seen,;pentameter;iambic;14;The Kraken(1830);Alfred Lord Tennyson;
In roaring he shall rise and on the surface die.;-+-+-+-+-+;-+-+-+-+-+-+;In roar|ing he |shall rise |and on |the sur|face die.;hexameter;iambic;15;The Kraken(1830);Alfred Lord Tennyson;
Give me the lowest place: not that I dare;-+-+-+-+-+;+--+-++--+;Give me |the low|est place: |not that |I dare;pentameter;iambic;1;The Lowest Place(1866);Christina Rossetti;
Ask for that lowest place, but Thou hast died;-+-+-+-+-+;+--+-+-+-+;Ask for |that low|est place, |but Thou |hast died;pentameter;iambic;2;The Lowest Place(1866);Christina Rossetti;
That I might live and share;-+-+-+;-+-+-+;That I |might live |and share;trimeter;iambic;3;The Lowest Place(1866);Christina Rossetti;
Thy glory by Thy side.;-+-+-+;-+-+-+;Thy glo|ry by |Thy side.;trimeter;iambic;4;The Lowest Place(1866);Christina Rossetti;
Give me the lowest place: or if for me;-+-+-+-+-+;+--+-+-+-+;Give me |the low|est place: |or if |for me;pentameter;iambic;5;The Lowest Place(1866);Christina Rossetti;
That lowest place too high, make one more low;-+-+-+-+-+;-+-+-++--+|-+-+-++-++;That low|est place |too high, |make one |more low;pentameter;iambic;6;The Lowest Place(1866);Christina Rossetti;
Where I may sit and see;-+-+-+;-+-+-+;Where I |may sit |and see;trimeter;iambic;7;The Lowest Place(1866);Christina Rossetti;
My God and love Thee so.;-+-+-+;-+-+-+;My God |and love |Thee so.;trimeter;iambic;8;The Lowest Place(1866);Christina Rossetti;
The night is freezing fast,;-+-+-+;-+-+-+;The night |is freez|ing fast,;trimeter;iambic;1;The Night is Freezing Fast(1922);A. E. Housman;
"To-morrow comes December;";-+-+-+;-+-+-+-;"To-mor|row comes |December;";trimeter;iambic;2;The Night is Freezing Fast(1922);A. E. Housman;
And winter falls of old;-+-+-+;-+-+-+;And win|ter falls |of old;trimeter;iambic;3;The Night is Freezing Fast(1922);A. E. Housman;
"Are with me from the past;";-+-+-+;-+-+-+;"Are with |me from |the past;";trimeter;iambic;4;The Night is Freezing Fast(1922);A. E. Housman;
And chiefly I remember;-+-+-+;-+-+-+-;And chief|ly I |remember;trimeter;iambic;5;The Night is Freezing Fast(1922);A. E. Housman;
How Dick would hate the cold.;-+-+-+;-+-+-+;How Dick |would hate |the cold.;trimeter;iambic;6;The Night is Freezing Fast(1922);A. E. Housman;
"Fall, winter, fall; for he,";-+-+-+;++-+-+;"Fall, win|ter, fall; |for he,";trimeter;iambic;7;The Night is Freezing Fast(1922);A. E. Housman;
Prompt hand and headpiece clever,;-+-+-+;++-+-+-;Prompt hand |and head|piece clever,;trimeter;iambic;8;The Night is Freezing Fast(1922);A. E. Housman;
Has woven a winter robe,;-+-+-+;-+--+-+;Has wo|ven a win|ter robe,;trimeter;iambic;9;The Night is Freezing Fast(1922);A. E. Housman;
And made of earth and sea;-+-+-+;-+-+-+;And made |of earth |and sea;trimeter;iambic;10;The Night is Freezing Fast(1922);A. E. Housman;
His overcoat for ever,;-+-+-+;-+-+-+-;His ov|ercoat |for ever,;trimeter;iambic;11;The Night is Freezing Fast(1922);A. E. Housman;
And wears the turning globe.;-+-+-+;-+-+-+;And wears |the turn|ing globe.;trimeter;iambic;12;The Night is Freezing Fast(1922);A. E. Housman;
Christ                     mas Eve, and twelve of the clock.                     ;-+-+-+-+;+-+-+--+;Christ                     |mas Eve, |and twelve |of the clock.                     ;tetrameter;iambic;1;The Oxen(1917);Thomas Hardy;
"""Now they are all on their knees,""                     ";-+-+-+;+--+--+;"""Now they |are all |on their knees,""                     ";trimeter;iambic;2;The Oxen(1917);Thomas Hardy;
An el                     der said as we sat in a flock                     ;-+-+-+-+;-+-+--+--+;An el                     |der said |as we sat |in a flock                     ;tetrameter;iambic;3;The Oxen(1917);Thomas Hardy;
By the em                     bers in hearth                     side ease.                     ;-+-+-+;--+--+-+;By the em                     |bers in hearth                     |side ease.                     ;trimeter;iambic;4;The Oxen(1917);Thomas Hardy;
We pic                     tured the meek mild crea                     tures where                     ;-+-+-+-+;-+--+++-+;We pic                     |tured the meek |mild crea                     |tures where                     ;tetrameter;iambic;5;The Oxen(1917);Thomas Hardy;
They dwelt in their straw                     y pen,                     ;-+-+-+;-+--+-+;They dwelt |in their straw                     |y pen,                     ;trimeter;iambic;6;The Oxen(1917);Thomas Hardy;
Nor did it oc cur to one of us there                     ;-+-+-+-+;-+--+-+--+;Nor did |it oc cur |to one |of us there                     ;tetrameter;iambic;7;The Oxen(1917);Thomas Hardy;
To doubt they were kneel                     ing then.                     ;-+-+-+;-+--+-+;To doubt |they were kneel                     |ing then.                     ;trimeter;iambic;8;The Oxen(1917);Thomas Hardy;
So fair a fan                     cy few would weave                     ;-+-+-+-+;-+-+-+-+;So fair |a fan                     |cy few |would weave                     ;tetrameter;iambic;9;The Oxen(1917);Thomas Hardy;
In these years!  Yet, I feel,                     ;-+-+-+;-+-+-+;In these |years!  Yet, |I feel,                     ;trimeter;iambic;10;The Oxen(1917);Thomas Hardy;
If some                     one said on Christ                     mas Eve,                     ;-+-+-+-+;-+-+-+-+;If some                     |one said |on Christ                     |mas Eve,                     ;tetrameter;iambic;11;The Oxen(1917);Thomas Hardy;
"""Come;  see the ox                     en kneel                     ";-+-+-+;+--+-+;"""Come;  see |the ox                     |en kneel                     ";trimeter;iambic;12;The Oxen(1917);Thomas Hardy;
In the lone                     ly bar                     ton by yon                     der coomb                     ;-+-+-+-+;--+-+--+-+;In the lone                     |ly bar                     |ton by yon                     |der coomb                     ;tetrameter;iambic;13;The Oxen(1917);Thomas Hardy;
"Our child                     hood used to know,""                     ";-+-+-+;-+-+-+;"Our child                     |hood used |to know,""                     ";trimeter;iambic;14;The Oxen(1917);Thomas Hardy;
I should go with him in the gloom,                     ;-+-+-+-+;-+-+-+-+|+-+--+-+|+--+-+-+;I should |go with |him in |the gloom,                     ;tetrameter;iambic;15;The Oxen(1917);Thomas Hardy;
Hop ing it might be so.                     ;-+-+-+;+--+-+;Hop ing |it might |be so.                     ;trimeter;iambic;16;The Oxen(1917);Thomas Hardy;
"He ended: Arthur knew the voice; the face";-+-+-+-+-+;-+-+-+-+-+;"He end|ed: Ar|thur knew |the voice; |the face";pentameter;iambic;1;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Well nigh was helmet-hidden, and the name;-+-+-+-+-+;++-+-+---+;Well nigh |was hel|met-hid|den, and |the name;pentameter;iambic;2;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Went wandering somewhere darkling in his mind.;-+-+-+-+-+;-+--+-+-+-+;Went wan|dering some|where dark|ling in |his mind.;pentameter;iambic;3;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
And Arthur deigned not use of word or sword,;-+-+-+-+-+;-+-+-+-+-+;And Ar|thur deigned |not use |of word |or sword,;pentameter;iambic;4;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
But let the drunkard, as he stretched from horse;-+-+-+-+-+;-+-+-+-+-+;But let |the drunk|ard, as |he stretched |from horse;pentameter;iambic;5;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
To strike him, overbalancing his bulk,;-+-+-+-+-+;-+-+-+-+-+;To strike |him, o|verbal|ancing |his bulk,;pentameter;iambic;6;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
Down from the causeway heavily to the swamp;-+-+-+-+-+;+--+-+--+-+;Down from |the cause|way heav|ily to |the swamp;pentameter;iambic;7;The Red Knight Topples (Idylls of the King, X.454-76)(1859);Alfred Tennyson;
